sicaklik,mq7,mq135,toz,event_label
23.5,0.011578,0.743396,0.21293,4
24.54,0.012176,0.770389,0.184099,4
21.31,0.005726,1.15109,3.123555,1
24.51,0.027486,0.940711,0.254515,4
21.75,0.038998,1.370591,1.987308,2
23.46,0.00313,1.016252,0.275305,3
27.1,0.018328,0.784812,0.117842,4
20.53,0.004359,2.045262,5.125541,1
22.72,0.004924,3.790805,4.887366,1
24.0,0.005277,1.127158,0.209089,3
21.27,0.004787,1.434931,4.734846,1
21.88,0.003947,3.997774,4.770699,1
22.45,0.005303,0.220523,0.189194,0
24.5,0.004253,0.785178,0.197603,3
26.43,0.026114,0.962043,0.239986,4
21.2,0.005755,1.946499,5.777975,1
21.4,0.005435,0.190151,0.173617,0
20.02,0.00381,2.439779,4.024737,1
22.96,0.004534,0.188985,0.212078,0
26.56,0.005427,1.077471,0.181415,3
20.66,0.00424,0.059502,0.211562,0
21.18,0.022671,1.172663,1.436285,2
23.76,0.02602,0.739237,0.220408,4
22.18,0.044628,0.880887,1.576759,2
24.54,0.004729,0.798478,0.20515,3
22.87,0.004807,2.526514,5.952019,1
25.6,0.013507,0.812331,0.222858,4
22.6,0.049723,0.685648,1.492678,2
27.78,0.020736,0.989565,0.189959,4
25.74,0.01042,0.991028,0.231125,4
21.46,0.006631,1.152631,0.205694,3
20.39,0.005372,1.275981,2.53641,1
24.16,0.026404,0.671411,0.19353,4
27.83,0.012369,0.535145,0.264787,4
20.84,0.038963,1.394894,1.480164,2
26.07,0.018823,0.753759,0.18442,4
22.95,0.005502,0.686223,0.187538,3
24.44,0.005745,0.731469,0.213599,3
21.75,0.020154,1.242128,0.886944,2
23.63,0.004786,0.209802,0.247347,0
21.29,0.026236,0.98428,0.941246,2
24.96,0.004102,0.147362,0.186943,0
24.42,0.004754,1.165619,0.164544,3
24.4,0.01554,0.7016,0.163097,4
20.99,0.003546,1.701609,5.611133,1
22.78,0.031309,0.916535,1.431377,2
23.34,0.045585,1.395682,1.840228,2
23.27,0.005488,0.1681,0.249344,0
24.56,0.004572,0.79875,0.22403,3
21.72,0.005554,1.209952,2.100623,1
24.47,0.005444,1.009619,0.145361,3
23.7,0.003726,3.067659,2.278415,1
22.26,0.005566,0.177084,0.19196,0
23.6,0.005486,1.502175,2.080794,1
23.35,0.048648,1.126999,1.401269,2
21.88,0.027201,0.701328,1.125676,2
23.16,0.003453,0.22024,0.23062,0
25.98,0.017036,0.534298,0.162406,4
21.31,0.005168,1.864851,2.231519,1
22.26,0.005339,1.151869,2.739989,1
21.61,0.005232,0.223475,0.161557,0
20.95,0.006821,3.940117,5.556782,1
22.92,0.004799,0.379245,0.122929,0
22.74,0.00292,3.438402,3.831665,1
22.52,0.003502,3.096635,4.936751,1
21.59,0.004115,1.797784,2.479928,1
24.94,0.029663,0.719145,0.199051,4
25.54,0.003968,0.635019,0.208118,3
19.59,0.005451,0.171118,0.244757,0
22.11,0.004345,0.607128,0.217329,3
26.07,0.01744,0.766146,0.151851,4
23.02,0.005547,0.865164,0.233666,3
21.86,0.005445,3.506605,5.136764,1
22.31,0.004219,0.265436,0.149865,0
22.44,0.032853,1.199552,1.574551,2
22.04,0.00536,0.166337,0.122912,0
25.01,0.006699,0.910064,0.213062,3
20.5,0.004026,3.330309,2.482428,1
25.9,0.015782,0.773767,0.148125,4
27.76,0.027466,0.690247,0.194705,4
23.0,0.004254,1.544528,2.399111,1
24.62,0.012106,0.835371,0.236277,4
19.58,0.006234,0.211635,0.169073,0
23.34,0.005181,0.907105,0.164847,3
26.17,0.021703,0.857402,0.25486,4
24.54,0.026796,0.706141,0.220146,4
23.55,0.006295,0.203781,0.176738,0
25.79,0.006357,0.736656,0.210651,3
22.88,0.004287,1.295247,2.791084,1
24.29,0.004906,0.884781,0.152147,3
22.9,0.021411,1.454206,1.283257,2
22.87,0.006321,3.114076,2.849858,1
25.69,0.01685,0.893371,0.19282,4
24.23,0.006542,0.683349,0.206582,3
24.76,0.010738,0.971671,0.237391,4
23.74,0.005374,0.656381,0.208293,3
22.21,0.005185,0.204487,0.077251,0
24.79,0.005444,0.176036,0.180528,0
22.14,0.00514,1.716266,4.256945,1
20.12,0.003935,0.291236,0.203427,0
23.48,0.039188,0.951041,1.97869,2
21.78,0.024694,0.686615,1.16948,2
21.11,0.0056,0.195741,0.176811,0
25.42,0.015237,0.672752,0.207123,4
22.32,0.006066,0.183757,0.225536,0
24.43,0.002708,0.690582,0.264062,3
22.06,0.033461,1.117178,1.186967,2
23.8,0.005802,0.273941,0.203126,0
21.51,0.005241,1.817025,5.836986,1
25.03,0.004006,0.674614,0.192284,3
27.94,0.024303,0.77941,0.151157,4
22.25,0.002954,1.74752,4.415797,1
21.18,0.006234,1.167222,0.20445,3
23.65,0.002815,0.857269,0.19695,3
23.19,0.005334,0.240436,0.24838,0
22.84,0.003275,0.770073,0.165597,3
21.87,0.006371,0.252597,0.198609,0
25.56,0.003475,0.87539,0.180201,3
23.9,0.004466,0.944935,0.222374,3
21.71,0.005804,0.278832,0.218327,0
26.34,0.01413,0.968524,0.266243,4
24.57,0.004553,1.008435,0.167684,3
24.5,0.022747,0.552791,0.214512,4
21.17,0.005838,0.059787,0.169715,0
21.9,0.036062,1.201413,1.507597,2
23.94,0.006658,0.223121,0.156057,0
20.74,0.004358,0.280602,0.148163,0
22.7,0.00526,1.176312,2.213576,1
23.4,0.014676,0.729401,0.236289,4
24.24,0.004402,0.852383,0.206148,3
21.29,0.004276,1.444707,4.817243,1
20.33,0.004358,0.173764,0.205786,0
22.72,0.004268,1.050138,0.23217,3
23.98,0.045644,1.157332,0.833245,2
23.7,0.005839,0.7186,0.247885,3
23.84,0.005809,0.86667,0.190928,3
24.23,0.024273,0.658228,0.163422,4
21.18,0.04735,0.820255,0.833377,2
25.14,0.028747,0.548951,0.185563,4
23.63,0.00547,0.216236,0.147102,0
22.67,0.00219,3.295422,5.864015,1
21.0,0.049111,0.731699,1.812491,2
21.34,0.002916,1.808161,4.499564,1
26.89,0.022069,0.582984,0.177783,4
21.32,0.005596,0.207711,0.234429,0
24.41,0.024419,0.612886,0.240452,4
22.2,0.005939,1.733125,5.355881,1
22.3,0.016825,0.620281,0.279574,4
21.54,0.004874,2.000959,4.903721,1
21.73,0.003565,3.799102,4.184915,1
20.23,0.028792,0.505816,1.365685,2
24.29,0.005843,0.710501,0.160883,3
22.68,0.039543,1.128833,1.709885,2
19.93,0.004589,3.925416,4.287396,1
22.48,0.04819,1.409447,1.122689,2
21.99,0.048269,1.402101,1.362495,2
21.13,0.004816,0.209622,0.188824,0
21.9,0.004887,0.155239,0.215041,0
21.74,0.025076,0.975026,1.511567,2
22.07,0.006112,1.652129,4.56412,1
20.62,0.003848,0.248881,0.230429,0
22.88,0.00563,3.450295,2.411148,1
20.92,0.003584,0.22682,0.227554,0
21.01,0.004108,2.460283,3.222488,1
21.53,0.006142,0.113356,0.174782,0
25.05,0.017179,0.587286,0.212871,4
22.59,0.004998,2.179679,4.479303,1
24.46,0.007234,1.00068,0.189754,3
24.75,0.005726,0.809093,0.239164,3
21.48,0.029431,0.649908,1.291215,2
22.99,0.004248,1.980301,2.861019,1
26.18,0.027664,0.562432,0.206451,4
21.25,0.003342,3.67842,2.44061,1
25.95,0.027518,0.575172,0.204666,4
23.64,0.00508,1.595729,2.811067,1
26.24,0.005014,0.921828,0.273122,3
23.46,0.019059,0.900117,0.300852,4
21.99,0.022095,1.480793,1.047601,2
20.41,0.021115,1.344052,1.211548,2
25.87,0.012814,0.697656,0.187421,4
24.75,0.005909,1.104898,0.20932,3
22.69,0.046445,1.39399,1.399234,2
24.53,0.010589,0.867298,0.137066,4
22.97,0.003458,1.688928,2.680065,1
23.74,0.005168,1.158535,0.257163,3
21.6,0.004705,3.307128,2.278845,1
26.77,0.014235,0.937854,0.105894,4
22.93,0.004605,1.187167,0.138096,3
22.43,0.004732,0.758411,0.306806,3
21.46,0.026811,0.597264,0.863801,2
26.34,0.012297,0.568752,0.174957,4
23.89,0.004984,0.649988,0.244042,3
20.55,0.029254,0.504215,1.196634,2
25.38,0.006434,0.944189,0.243457,3
25.32,0.022047,0.744873,0.127248,4
22.9,0.035556,1.306776,1.766907,2
22.12,0.004568,1.447762,3.353677,1
25.9,0.005226,0.945576,0.21273,3
21.97,0.043879,1.487126,0.891876,2
23.67,0.004706,3.193137,4.081028,1
23.21,0.004438,0.216235,0.258843,0
24.51,0.018696,0.800787,0.14363,4
22.47,0.046177,1.298721,0.850863,2
24.52,0.026165,0.8456,0.156965,4
21.71,0.033531,1.240581,0.829024,2
25.07,0.00484,0.895968,0.252258,3
20.19,0.006606,0.144297,0.191354,0
26.65,0.010361,0.795875,0.178342,4
21.63,0.004981,2.875428,3.380229,1
20.74,0.004082,2.542614,3.955979,1
25.72,0.02859,0.507799,0.224014,4
21.73,0.007782,1.158542,0.228268,3
19.97,0.005108,0.183916,0.142451,0
21.5,0.004035,0.188449,0.282095,0
24.2,0.003562,1.962034,4.789414,1
21.75,0.004592,0.143705,0.171279,0
23.03,0.005784,0.168092,0.147234,0
24.26,0.045581,0.609528,1.29675,2
20.71,0.029883,1.40545,0.835566,2
22.83,0.003554,0.770349,0.176932,3
22.28,0.00569,1.151644,0.201316,3
25.73,0.028335,0.796432,0.206453,4
24.28,0.003799,1.043734,0.181909,3
24.66,0.005345,0.88409,0.181168,3
22.34,0.004389,2.241528,5.765232,1
22.11,0.006932,1.496114,4.651436,1
21.46,0.00421,1.260469,3.284322,1
22.17,0.006154,2.031859,4.125533,1
26.32,0.020263,0.769627,0.189726,4
24.47,0.012848,0.606673,0.244084,4
25.28,0.028792,0.586029,0.204749,4
22.13,0.005135,1.171779,0.147359,3
21.47,0.02311,1.383746,1.590767,2
22.16,0.004027,1.155642,3.738978,1
24.07,0.015238,0.75009,0.17321,4
20.27,0.042324,1.338816,0.896874,2
21.52,0.004243,0.199107,0.227805,0
20.88,0.006717,2.481527,2.472167,1
22.74,0.039345,0.791079,1.030301,2
21.85,0.006169,3.417811,5.583565,1
22.96,0.005941,0.144668,0.1954,0
27.98,0.013953,0.673743,0.224665,4
22.35,0.005123,3.908389,2.768381,1
26.42,0.004734,0.710021,0.233421,3
20.65,0.025373,0.984401,1.99339,2
27.75,0.029297,0.648392,0.183519,4
25.13,0.005811,0.895961,0.187727,3
24.75,0.005999,0.920203,0.131053,3
21.06,0.030972,1.191402,0.841767,2
25.72,0.028195,0.919131,0.233046,4
22.35,0.005582,3.139244,5.117212,1
23.65,0.010332,0.879023,0.184324,4
27.12,0.027863,0.663529,0.176102,4
23.82,0.021709,0.790799,1.559953,2
25.08,0.025849,0.790133,0.172958,4
22.24,0.044922,0.574915,1.610147,2
22.94,0.003045,0.207071,0.238998,0
22.47,0.004886,2.674775,4.877278,1
21.77,0.028882,0.943372,1.386187,2
21.29,0.00575,2.012441,3.457086,1
21.7,0.006611,0.183786,0.180793,0
22.39,0.00589,0.182969,0.216644,0
27.44,0.004402,0.691419,0.183203,3
22.04,0.004926,1.952455,4.198043,1
24.58,0.002507,0.638055,0.209084,3
22.56,0.004547,0.230221,0.180352,0
24.96,0.028959,0.953403,0.202238,4
26.6,0.011371,0.914055,0.201031,4
23.55,0.004476,0.624082,0.187239,3
21.63,0.005059,1.369571,2.277576,1
25.6,0.004989,0.683379,0.173292,3
23.55,0.007208,0.757875,0.222614,3
23.08,0.038809,1.332747,1.374131,2
25.18,0.006063,0.870786,0.209409,3
22.75,0.004882,0.742748,0.161135,3
21.49,0.035875,0.619808,1.595897,2
21.55,0.005286,3.215366,3.930104,1
21.41,0.005467,1.755801,5.159924,1
22.69,0.004262,2.08333,5.969163,1
23.17,0.005359,0.999984,0.218342,3
19.64,0.006091,0.244519,0.228366,0
24.07,0.006284,1.081992,0.205632,3
25.03,0.028051,0.581829,0.256442,4
23.57,0.004344,0.255705,0.224204,0
21.52,0.038622,1.159342,1.679033,2
24.21,0.005934,0.728948,0.220416,3
22.61,0.037967,0.614708,0.946264,2
23.19,0.0047,0.20225,0.211518,0
21.67,0.007408,2.623945,3.109164,1
21.87,0.03546,1.137216,1.704044,2
21.45,0.004238,0.164494,0.253322,0
23.23,0.02816,0.816401,1.530052,2
23.47,0.004895,0.790824,0.105912,3
20.32,0.024172,0.585451,1.441145,2
21.42,0.021071,1.159952,1.039724,2
23.25,0.026089,0.940093,0.290782,4
23.8,0.005065,0.288601,0.10302,0
22.65,0.042372,1.25425,1.404607,2
23.76,0.006129,1.067876,0.187362,3
25.99,0.028043,0.515754,0.197658,4
23.03,0.040475,1.232874,0.953646,2
23.68,0.031551,1.168605,1.25286,2
22.71,0.004634,1.543451,3.745368,1
22.7,0.003822,3.427203,2.580207,1
23.07,0.020827,1.243082,1.897591,2
20.74,0.004382,0.235131,0.295076,0
26.8,0.026751,0.875667,0.234029,4
21.99,0.004864,0.200587,0.162346,0
26.81,0.023869,0.697283,0.222012,4
21.29,0.021278,0.731904,1.242449,2
22.91,0.024909,1.334157,0.93939,2
23.18,0.038408,1.408319,1.320466,2
23.38,0.005335,0.975346,0.202086,3
21.45,0.004694,1.993936,5.672057,1
23.92,0.026093,1.382254,1.896494,2
21.76,0.033999,1.053642,1.397357,2
22.42,0.005215,0.146949,0.210958,0
24.54,0.042221,0.643618,0.944936,2
25.13,0.004085,0.62536,0.225306,3
21.47,0.004277,0.266323,0.233674,0
27.24,0.022624,0.979057,0.209038,4
21.8,0.00547,2.17647,2.881064,1
21.13,0.047554,0.720684,0.84685,2
23.81,0.005187,0.20123,0.209093,0
22.44,0.026414,1.39165,1.26926,2
23.08,0.003733,0.153635,0.227433,0
21.2,0.046751,0.852242,1.160944,2
26.09,0.022111,0.917764,0.246319,4
23.76,0.028332,0.800384,0.264706,4
25.57,0.026628,0.975268,0.251707,4
20.89,0.034099,1.463313,1.907426,2
25.61,0.013181,0.646187,0.191863,4
22.29,0.006969,0.155878,0.201452,0
25.53,0.016066,0.849965,0.17338,4
24.59,0.003433,0.895621,0.229997,3
21.95,0.005173,0.235169,0.174601,0
21.91,0.003306,1.775653,2.227557,1
21.33,0.037859,0.929204,1.665534,2
21.59,0.005056,3.247647,3.493741,1
20.27,0.003405,1.697166,2.713615,1
23.19,0.00436,3.709835,5.931984,1
23.37,0.005358,0.187211,0.241951,0
21.15,0.005076,1.829184,5.02586,1
21.46,0.004181,1.690324,3.127142,1
23.01,0.005564,3.450156,2.049791,1
22.56,0.005179,0.21909,0.186276,0
23.35,0.005517,1.147014,0.233432,3
21.18,0.004259,0.984703,0.150167,3
21.38,0.032938,1.269104,1.862974,2
25.96,0.010934,0.887215,0.203004,4
22.64,0.005281,0.107084,0.167197,0
22.52,0.005078,1.614603,5.966453,1
22.26,0.033239,0.678394,1.496348,2
21.59,0.036161,1.17685,1.265975,2
23.92,0.00475,1.131501,0.192198,3
22.03,0.004093,3.604055,4.546263,1
22.79,0.003608,0.285187,0.261686,0
23.27,0.005829,1.194697,0.13358,3
22.71,0.005411,1.074046,0.278037,3
25.35,0.007413,0.8866,0.157832,3
21.23,0.005562,0.195418,0.156356,0
26.25,0.027141,0.875038,0.188803,4
21.54,0.005555,0.178438,0.158407,0
21.13,0.003449,0.250749,0.20573,0
24.42,0.004711,2.704883,5.009809,1
20.72,0.006399,3.35061,2.428368,1
22.17,0.006956,3.78131,4.582302,1
20.21,0.003313,1.604967,3.644913,1
20.2,0.028082,0.740102,1.099572,2
27.29,0.015059,0.983132,0.205073,4
20.49,0.033823,0.756962,1.549813,2
20.8,0.039009,0.772307,1.41384,2
21.46,0.040344,0.507381,1.21737,2
21.97,0.029944,1.485554,0.910311,2
27.21,0.027357,0.937763,0.237646,4
25.46,0.025805,0.773214,0.263704,4
21.27,0.04531,0.616363,0.922087,2
22.49,0.004008,0.150314,0.154209,0
19.07,0.006204,1.779816,5.293482,1
22.44,0.032847,0.85451,0.835965,2
22.2,0.020734,0.739681,1.888796,2
21.32,0.046157,1.166296,1.758446,2
22.57,0.005546,0.192247,0.170799,0
23.83,0.004266,1.105097,0.159706,3
20.87,0.006122,0.187175,0.224418,0
21.87,0.004645,3.881111,5.7743,1
20.28,0.00475,0.243745,0.200339,0
23.11,0.005778,1.703233,5.879283,1
24.37,0.003847,0.662681,0.23097,3
23.21,0.005967,1.053259,0.23366,3
25.35,0.023105,0.991158,0.200676,4
22.34,0.002443,3.551224,5.457155,1
22.26,0.038873,1.302891,1.228714,2
21.36,0.003846,0.137113,0.169204,0
23.55,0.005398,0.218119,0.141492,0
22.64,0.004253,0.781398,0.152731,3
21.18,0.006627,0.179837,0.232316,0
21.93,0.003581,0.768644,0.120149,3
22.5,0.047726,0.966141,1.73222,2
25.33,0.02752,0.90645,0.179021,4
22.62,0.045776,0.980427,1.359387,2
22.08,0.005608,0.22532,0.219724,0
24.1,0.010197,0.893757,0.145488,4
24.08,0.003627,1.049646,0.207257,3
23.83,0.006093,1.057766,0.128874,3
21.65,0.003958,0.249087,0.212034,0
23.1,0.00419,1.064658,0.300664,3
22.46,0.0324,0.545351,1.940743,2
21.13,0.004839,0.236595,0.214762,0
21.05,0.004215,3.542982,2.51184,1
22.76,0.005059,0.181327,0.200843,0
24.19,0.005758,0.940248,0.154987,3
20.75,0.003176,0.224322,0.130096,0
21.84,0.029841,1.338557,1.256979,2
21.3,0.048894,0.880143,1.436797,2
23.94,0.004842,1.184699,0.181805,3
25.01,0.027323,0.940472,0.180034,4
22.24,0.005171,3.613587,2.51022,1
22.28,0.005449,2.364402,4.151041,1
23.27,0.046383,0.601515,1.27993,2
22.51,0.004747,0.183489,0.219028,0
24.54,0.00577,0.682692,0.211185,3
21.04,0.003907,1.438186,4.386916,1
25.8,0.015175,0.841771,0.194366,4
28.75,0.010998,0.537474,0.180498,4
22.38,0.038586,1.371912,1.414608,2
21.84,0.005735,1.779379,5.141634,1
27.57,0.020538,0.848333,0.260222,4
26.97,0.019132,0.709738,0.192992,4
24.27,0.016792,0.817449,0.139163,4
22.94,0.020512,0.967626,1.681234,2
23.28,0.00555,3.04598,4.199205,1
20.96,0.044888,0.612015,1.13774,2
24.56,0.004222,1.086859,0.142802,3
21.39,0.022662,1.15415,0.918354,2
23.31,0.023578,1.029569,1.038429,2
21.65,0.027546,1.023248,1.40941,2
23.07,0.004832,1.016361,0.189677,3
24.67,0.004463,0.696444,0.21632,3
23.04,0.004089,0.637731,0.242116,3
21.77,0.005924,3.110661,4.237074,1
26.98,0.019764,0.649567,0.249964,4
24.05,0.003797,3.83417,5.354639,1
21.01,0.048092,1.490059,1.472219,2
21.41,0.030307,0.575731,0.983993,2
25.19,0.006314,0.765546,0.234637,3
22.56,0.005633,0.121914,0.165263,0
20.54,0.005675,3.955986,4.924948,1
22.47,0.004779,0.981253,0.156047,3
23.53,0.005191,1.132553,4.30131,1
24.08,0.021937,0.78192,0.168752,4
25.54,0.016258,0.760836,0.185586,4
21.77,0.004214,2.615099,3.1084,1
23.67,0.00466,1.095796,0.190937,3
21.0,0.006131,0.223398,0.230428,0
25.27,0.019102,0.519513,0.227003,4
22.52,0.002469,1.861016,5.004044,1
22.02,0.034954,0.54381,1.501239,2
21.72,0.004381,0.188584,0.246835,0
22.18,0.005498,2.298248,4.166773,1
27.86,0.029824,0.760699,0.171578,4
21.94,0.005711,1.431987,5.782208,1
21.97,0.004553,0.219913,0.162056,0
22.92,0.005582,0.291952,0.266423,0
24.54,0.006843,0.79569,0.205195,3
24.07,0.025532,0.615216,0.217999,4
22.95,0.005864,0.263062,0.234114,0
26.62,0.014437,0.526445,0.205048,4
22.33,0.004944,0.852255,0.247037,3
22.34,0.003664,0.152001,0.196249,0
22.81,0.004503,0.218257,0.183761,0
24.37,0.013863,0.972305,0.219749,4
23.08,0.029907,1.337365,1.891166,2
23.77,0.023037,0.960889,0.162997,4
22.11,0.037085,0.701473,1.791212,2
21.54,0.005611,0.227714,0.208654,0
22.88,0.005344,0.200037,0.201292,0
23.02,0.006484,0.762938,0.192942,3
20.71,0.005183,0.203921,0.189351,0
22.77,0.006218,3.132053,5.046564,1
22.77,0.005822,0.638979,0.19594,3
22.44,0.035799,0.828214,1.02237,2
27.27,0.024266,0.639989,0.198484,4
20.89,0.035557,1.439571,1.690196,2
21.47,0.006644,2.24618,3.463181,1
25.62,0.005862,1.173259,0.177799,3
21.27,0.004543,3.648405,2.327287,1
20.41,0.002637,0.204412,0.222461,0
22.83,0.005743,1.297076,4.03,1
21.6,0.005623,2.221006,4.302404,1
21.64,0.047188,1.02157,1.898465,2
22.19,0.005356,3.312293,2.337553,1
20.74,0.004919,0.239928,0.197566,0
23.06,0.036247,0.536992,1.780938,2
21.59,0.006349,0.117751,0.220934,0
27.66,0.027339,0.753021,0.22783,4
23.19,0.005321,1.005168,0.175398,3
22.17,0.005037,0.175167,0.251989,0
24.67,0.00643,0.935253,0.197234,3
23.03,0.004247,0.13319,0.267596,0
23.46,0.0118,0.764244,0.185413,4
24.21,0.02727,0.880114,1.035129,2
21.79,0.022485,1.480096,1.191075,2
26.86,0.019706,0.60041,0.208886,4
23.85,0.003548,0.82658,0.2448,3
20.26,0.006094,0.198555,0.217858,0
22.75,0.004092,0.723183,0.143048,3
22.82,0.006342,3.752482,5.591,1
23.23,0.005507,0.896764,0.15331,3
21.89,0.004831,0.214053,0.130242,0
22.4,0.003807,0.288727,0.202126,0
21.77,0.006509,1.181819,0.180718,3
21.79,0.046362,1.443329,1.469875,2
24.9,0.003486,0.710276,0.142544,3
21.73,0.005636,0.189427,0.178199,0
21.07,0.005465,2.99934,3.226753,1
23.33,0.035699,0.739027,1.704647,2
22.1,0.005932,0.27248,0.237111,0
22.8,0.006657,0.602392,0.227253,3
25.94,0.02253,0.66208,0.195064,4
22.04,0.045079,0.571866,1.70432,2
25.4,0.012621,0.993042,0.222926,4
26.21,0.017939,0.672409,0.209803,4
26.47,0.015088,0.500645,0.229385,4
21.3,0.00333,0.172878,0.195029,0
24.54,0.005575,1.105655,0.256106,3
20.9,0.043906,1.265268,1.363223,2
22.16,0.045582,0.503413,1.429284,2
21.57,0.006656,0.201182,0.128589,0
21.41,0.003654,0.12944,0.228085,0
22.71,0.005168,2.46299,2.050476,1
22.55,0.004048,3.819617,5.060561,1
21.67,0.005073,0.215023,0.231836,0
26.45,0.021056,0.725767,0.139238,4
22.6,0.005535,0.963251,0.211005,3
21.54,0.00429,3.693907,4.803155,1
22.96,0.003838,1.157175,0.303158,3
25.64,0.006423,0.777085,0.24703,3
23.54,0.004705,1.78491,4.08444,1
23.89,0.029795,1.166445,1.369351,2
21.83,0.005249,0.209575,0.234527,0
22.1,0.04268,0.882333,1.352023,2
23.12,0.004637,1.132361,0.249814,3
23.84,0.003504,0.260959,0.197052,0
22.38,0.00522,0.268474,0.245715,0
24.03,0.003312,0.703046,0.240685,3
21.78,0.00442,0.170391,0.184361,0
22.82,0.017525,0.520885,0.265554,4
25.04,0.015961,0.608393,0.178044,4
21.1,0.024018,0.686075,1.58927,2
22.7,0.038714,1.066313,1.267979,2
21.14,0.005614,3.928373,4.777024,1
23.49,0.006633,0.320892,0.186641,0
25.45,0.006225,1.195982,0.23388,3
21.74,0.00388,1.146988,2.828107,1
22.17,0.003441,2.647078,4.028578,1
23.08,0.003388,1.171671,0.151613,3
24.9,0.003986,2.02159,5.312078,1
20.6,0.004151,1.015985,4.305624,1
25.36,0.004665,0.772493,0.142271,3
23.73,0.005708,1.589223,2.910728,1
25.0,0.005129,0.732221,0.190945,3
22.85,0.003619,0.19219,0.199521,0
21.89,0.042925,0.863737,1.164737,2
22.91,0.043542,0.520151,1.167015,2
23.54,0.005072,0.844355,0.150094,3
22.67,0.042294,0.717541,0.901371,2
21.54,0.043962,1.371191,1.325574,2
22.53,0.005187,0.185298,0.155623,0
19.15,0.047117,0.675342,1.713473,2
22.5,0.005606,0.190627,0.200726,0
24.81,0.022278,0.83645,0.158173,4
23.31,0.033735,0.654964,0.924685,2
22.28,0.022972,1.173618,1.029776,2
24.12,0.015161,0.803853,0.201444,4
24.39,0.004118,0.691615,0.189168,3
25.23,0.004787,0.880511,0.212196,3
21.22,0.020797,0.800349,1.321124,2
20.48,0.005994,2.796867,4.11021,1
20.89,0.021042,0.936985,1.029604,2
24.17,0.005297,1.165959,0.172411,3
23.08,0.006078,0.238298,0.171104,0
24.15,0.005787,0.821609,0.174576,3
22.51,0.005885,0.224191,0.256686,0
23.3,0.005782,1.828437,5.069937,1
26.46,0.014477,0.784293,0.175727,4
24.68,0.005316,0.723695,0.187654,3
23.08,0.00545,1.06193,0.131121,3
22.68,0.005787,0.779629,0.25055,3
23.24,0.004637,1.121586,0.182793,3
25.72,0.005564,0.640023,0.200885,3
22.57,0.023743,1.425406,1.15286,2
21.83,0.04924,0.883337,1.446534,2
22.01,0.004333,1.807116,3.672288,1
21.56,0.029197,0.614685,1.02508,2
23.67,0.005115,0.87691,0.218314,3
23.44,0.020667,0.726654,0.19045,4
20.14,0.004841,0.216571,0.179457,0
20.86,0.023376,1.287679,1.736507,2
22.11,0.005966,0.262203,0.183119,0
21.91,0.027693,0.803741,1.853734,2
25.2,0.016401,0.983283,0.187643,4
22.19,0.00481,0.142399,0.247444,0
22.58,0.043549,0.822294,1.566195,2
23.06,0.00463,1.096769,0.210754,3
21.87,0.020245,1.16875,1.288195,2
21.8,0.003888,3.786947,2.887374,1
22.05,0.005274,3.040451,3.02566,1
21.57,0.020476,1.46866,1.89025,2
22.05,0.044233,1.31227,1.116978,2
26.76,0.029122,0.687684,0.167696,4
27.43,0.017612,0.570667,0.175595,4
22.41,0.004794,2.390235,5.158413,1
21.11,0.034454,1.402632,1.480435,2
22.21,0.034553,0.784794,1.837607,2
23.75,0.026361,0.690731,0.159126,4
25.25,0.012469,0.818973,0.213599,4
23.15,0.006195,3.31125,2.818093,1
21.3,0.032977,1.246614,1.395275,2
26.26,0.01143,0.787126,0.195188,4
25.7,0.005309,1.097885,0.203803,3
26.18,0.016104,0.925207,0.226607,4
21.94,0.002677,0.270044,0.19497,0
22.74,0.006192,0.102067,0.239471,0
27.35,0.024846,0.571707,0.180632,4
21.92,0.033422,1.478816,1.33186,2
23.67,0.004286,0.836005,0.246417,3
26.6,0.027184,0.979246,0.183263,4
23.31,0.003825,1.076155,0.179372,3
23.9,0.004781,0.916564,0.185017,3
25.74,0.004641,0.86573,0.163245,3
23.25,0.004023,0.29476,0.202148,0
21.16,0.04507,0.636107,1.223915,2
23.24,0.007915,2.010801,3.861304,1
25.87,0.004509,1.006772,0.218995,3
23.42,0.005456,0.168829,0.243882,0
25.22,0.011258,0.530538,0.267942,4
23.36,0.005169,0.191284,0.238935,0
22.71,0.005445,2.184141,2.882422,1
21.3,0.004272,0.242485,0.171342,0
21.58,0.003626,0.195677,0.193168,0
24.16,0.00749,2.799518,5.232202,1
24.98,0.00484,0.837155,0.183497,3
20.86,0.004114,0.198519,0.194901,0
21.4,0.005396,1.836916,3.122469,1
21.11,0.006952,0.028481,0.210378,0
21.24,0.0053,3.064124,2.649517,1
21.4,0.04472,1.075375,1.915484,2
22.51,0.016445,0.622471,0.165278,4
27.9,0.02818,0.693969,0.217506,4
26.32,0.003529,0.867189,0.176626,3
22.1,0.004679,1.364504,3.289786,1
24.2,0.003286,0.236527,0.216539,0
26.29,0.027826,0.558382,0.232297,4
23.97,0.036884,1.268012,1.738943,2
22.02,0.040597,1.345367,1.247758,2
22.23,0.004469,3.104457,3.127944,1
22.66,0.004976,1.460042,4.835966,1
21.19,0.004509,2.470847,4.031635,1
22.78,0.002931,0.262873,0.218139,0
25.32,0.016234,0.650803,0.214132,4
22.13,0.006273,0.28404,0.201666,0
24.6,0.021037,0.669139,0.194619,4
26.47,0.006488,0.770624,0.232312,3
23.63,0.029646,0.76122,0.190816,4
